License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
November 20 2019,949984,Wallace,Cat,Domestic Shorthair,Mix,98144
November 20 2019,S105278,Colette,Cat,Domestic Shorthair,,98107
November 20 2019,S105277,Louie,Cat,Domestic Shorthair,,98107
November 20 2019,8013418,Hansa,Cat,Domestic Longhair,Maine Coon,98199
November 20 2019,S106845,Frank,Cat,Domestic Medium Hair,,98136
November 20 2019,905286,Fox,Cat,Domestic Shorthair,,98115
November 20 2019,8013421,Fox Popoff,Cat,Ragdoll,,98122
November 20 2019,S148759,Shadow,Cat,Domestic Medium Hair,Mix,98112
November 20 2019,S134366,Vernita,Cat,Domestic Shorthair,Mix,98104
November 20 2019,S150963,Becky,Cat,Domestic Shorthair,,98104
November 20 2019,S150964,Cicero,Cat,Domestic Shorthair,Mix,98103
November 20 2019,901213,Laila,Cat,Domestic Shorthair,,98103
November 20 2019,S150965,Cato,Cat,Domestic Shorthair,Mix,98103
November 20 2019,892079,Coco Chanel,Cat,Manx,Maine Coon,98105
November 20 2019,S105939,Dakota,Cat,Burmese,Mix,98199
November 20 2019,S151826,V-2,Cat,Domestic Shorthair,Mix,98109
November 20 2019,8013427,Henry,Cat,Mix,Mix,98103
November 20 2019,S108084,Petey,Cat,Domestic Shorthair,,98103
November 20 2019,S138092,Nibs,Cat,Domestic Shorthair,,98103
November 20 2019,S138093,Bip,Cat,Domestic Shorthair,,98103
November 20 2019,891932,Tom,Cat,Domestic Shorthair,,98125
November 20 2019,893457,Betty,Cat,Domestic Shorthair,,98133
November 20 2019,897211,Pansy,Cat,Ragdoll,,98136
November 20 2019,896920,Panther,Cat,Domestic Shorthair,,98112
November 20 2019,716500,Tootsie Roll,Cat,Domestic Medium Hair,,98177
November 20 2019,895368,Simon,Cat,Siamese,,98118
November 20 2019,S150969,Baldilocks,Cat,Domestic Shorthair,Mix,98133
November 20 2019,S150970,Dasan,Cat,Domestic Shorthair,Mix,98121
November 20 2019,S104161,Yeta,Cat,Domestic Shorthair,Mix,98115
November 21 2019,S134354,Emerald,Cat,Domestic Shorthair,Mix,98102
November 21 2019,S136095,Carmel,Cat,Domestic Shorthair,Mix,98116
November 21 2019,S136547,Darcy,Cat,Domestic Shorthair,Mix,98107
November 21 2019,S106919,Stanley,Cat,Burmese,,98136
November 21 2019,S107114,Fang,Cat,Domestic Shorthair,,98117
November 21 2019,8002549,Maxx,Cat,American Shorthair,,98125
November 21 2019,896195,Jessie,Cat,Domestic Medium Hair,,98117
November 21 2019,S104222,Kiki,Cat,Domestic Shorthair,Mix,98103
November 21 2019,905787,Stormfur,Cat,Ragdoll,,98199
November 21 2019,8013449,Peppermint,Cat,Domestic Longhair,Maine Coon,98103
November 21 2019,8013451,Ava,Cat,Domestic Medium Hair,Mix,98103
November 21 2019,897332,Muffin,Cat,Domestic Shorthair,,98133
November 21 2019,8013455,Baxter,Cat,Domestic Longhair,,98102
November 21 2019,S148764,Lizzie,Cat,Domestic Shorthair,Mix,98117
November 21 2019,S148767,Luna,Cat,Domestic Shorthair,Mix,98106
November 21 2019,S138365,Lexi,Cat,Domestic Shorthair,Siamese,98144
November 21 2019,S105352,Abby,Cat,Domestic Shorthair,,98136
November 21 2019,823550,Fred,Cat,Domestic Shorthair,,98103
November 21 2019,823549,Ginger,Cat,Domestic Shorthair,,98103
November 21 2019,S104142,Roscoe,Cat,Domestic Longhair,Mix,98199
November 21 2019,S107535,Poppy,Cat,American Shorthair,,98121
November 21 2019,8013465,Jack (Jacqueline),Cat,Mix,Mix,98106
November 21 2019,817409,Phoebe,Cat,Domestic Shorthair,,98146
November 21 2019,S136054,Colin,Cat,Domestic Shorthair,Mix,98105
November 21 2019,S148770,Louis,Cat,Domestic Medium Hair,,98144
November 21 2019,S104158,Lexie,Cat,Domestic Shorthair,Mix,98125
November 21 2019,S106500,Sebastian,Cat,Mix,,98122
November 21 2019,S106501,Finnegan,Cat,Mix,,98122
November 21 2019,825175,Tarball,Cat,Domestic Shorthair,,98117
November 21 2019,S103459,Sulley,Cat,Domestic Medium Hair,Mix,98115
November 21 2019,S103458,Wilson,Cat,Domestic Medium Hair,Mix,98115
November 21 2019,892696,Tessa Lou,Cat,American Shorthair,,98103
November 22 2019,905244,Blueberry,Cat,Domestic Longhair,,98125
November 22 2019,S135599,Raven,Cat,American Shorthair,,98112
November 22 2019,897681,Sage,Cat,Domestic Shorthair,,98118
November 22 2019,905320,Mackie,Cat,Domestic Shorthair,,98106
November 22 2019,819973,Fred Rogers,Cat,Domestic Shorthair,,98115
November 22 2019,S106587,Osse,Cat,Domestic Shorthair,,98199
November 22 2019,S106588,Baby,Cat,Domestic Shorthair,,98199
November 22 2019,8013488,Wolfie,Cat,Domestic Medium Hair,Mix,98105
November 22 2019,892335,Benny,Cat,Domestic Shorthair,,98117
November 22 2019,8013493,Anchovy,Cat,Siamese,Mix,98121
November 22 2019,832865,Apollo,Cat,Bombay,,98125
November 22 2019,S153925,Coal,Cat,Domestic Shorthair,Mix,98107
November 22 2019,S106586,Quetzalcoatl,Cat,Domestic Shorthair,,98125
November 22 2019,S148772,Hickory,Cat,Domestic Longhair,Mix,98125
November 22 2019,823658,Sweetie,Cat,Domestic Shorthair,,98117
November 22 2019,905458,Molly,Cat,Domestic Longhair,,98117
November 22 2019,S150974,Foggy,Cat,Domestic Shorthair,,98126
November 22 2019,832949,Cosette,Cat,LaPerm,,98136
November 22 2019,S105070,Mouth,Cat,Maine Coon,Mix,98177
November 22 2019,8013507,Schilling,Cat,Domestic Shorthair,Mix,98115
November 22 2019,8013508,Raven,Cat,Domestic Shorthair,Mix,98115
November 22 2019,8013509,Rapture,Cat,Persian,,98106
November 22 2019,S137551,Dora,Cat,Domestic Shorthair,Mix,98103
November 22 2019,S137550,Audrey,Cat,Domestic Shorthair,Mix,98103
November 22 2019,S104049,Morris,Cat,Domestic Shorthair,Mix,98125
November 23 2019,S135421,Fall,Cat,Domestic Shorthair,,98109
November 23 2019,832089,Seamus,Cat,Domestic Shorthair,,98136
November 23 2019,S104077,Ruby,Cat,Domestic Medium Hair,Mix,98103
November 23 2019,S110276,Precious,Cat,Himalayan,,98125
November 23 2019,S137263,RAven,Cat,Oriental Long Hair,,98116
November 23 2019,S137262,Mask,Cat,Domestic Longhair,,98116
November 23 2019,S135878,Squeak,Cat,Domestic Shorthair,Mix,98199
November 23 2019,8013531,Biscuit,Cat,Domestic Shorthair,Mix,98136
November 23 2019,S134299,Snuggles,Cat,Domestic Shorthair,Mix,98115
November 23 2019,897811,Commissioner Gordon,Cat,Domestic Shorthair,,98125
November 23 2019,823638,Emo,Cat,Domestic Shorthair,,98177
November 23 2019,S150975,Bailey,Cat,Domestic Medium Hair,Mix,98125
November 23 2019,S150976,Midnight,Cat,Domestic Shorthair,Mix,98199
November 23 2019,S150977,Misty,Cat,Domestic Shorthair,Mix,98107
November 23 2019,S150978,Lola,Cat,Domestic Shorthair,,98117
November 23 2019,S150979,Brussel Sprout,Cat,Domestic Shorthair,Mix,98117
November 23 2019,S105792,Shelly,Cat,Domestic Shorthair,Mix,98133
November 23 2019,S106763,Zahra,Cat,Domestic Shorthair,,98199
November 23 2019,897818,Finnegan,Cat,American Shorthair,,98119
November 23 2019,897821,Penelope,Cat,American Shorthair,,98119
November 23 2019,8013545,Lynn,Cat,Domestic Shorthair,Mix,98125
November 24 2019,892593,Leo,Cat,Domestic Shorthair,,98125
November 24 2019,823994,Midnight,Cat,Domestic Shorthair,,98199
November 24 2019,S136039,Cooper,Cat,Domestic Shorthair,Mix,98112
November 24 2019,S136040,Penny,Cat,Domestic Shorthair,Mix,98112
November 24 2019,S107046,Rowdy,Cat,American Shorthair,,98102
November 24 2019,825220,Izabel,Cat,Domestic Shorthair,,98119
November 24 2019,897824,Dolce,Cat,Bengal,,98119
November 24 2019,S106276,Sammie,Cat,Domestic Shorthair,Mix,98115
November 24 2019,S106275,Charlie,Cat,Domestic Shorthair,Mix,98115
November 24 2019,8013549,Pumpkin,Cat,Domestic Shorthair,Mix,98122
November 24 2019,8013553,Emma,Cat,Abyssinian,Mix,98125
November 24 2019,8013558,King,Cat,Domestic Longhair,,98103
November 24 2019,896530,Charlie,Cat,Domestic Medium Hair,,98103
November 24 2019,S151830,Kato,Cat,Snowshoe,,98101
November 24 2019,S151834,Cambridge,Cat,Domestic Shorthair,Mix,98119
November 24 2019,S151836,Midnight,Cat,Domestic Longhair,Mix,98104
November 24 2019,S135172,Loki,Cat,Domestic Shorthair,Mix,98106
November 24 2019,8013569,Chance,Cat,Domestic Medium Hair,Mix,98136
November 24 2019,S136952,Simon,Cat,Domestic Shorthair,,98101
November 24 2019,S106884,Hugo,Cat,American Shorthair,,98103
November 24 2019,S106883,Hank,Cat,American Shorthair,,98103
November 24 2019,8013571,Duck,Cat,Domestic Medium Hair,Norwegian Forest,98116
November 24 2019,8013572,Douglas,Cat,American Shorthair,Mix,98116
November 24 2019,833119,Conrad,Cat,Russian Blue,,98125
November 24 2019,833120,Dory,Cat,Domestic Shorthair,,98125
November 24 2019,832876,Lola,Cat,Domestic Medium Hair,,98115
November 24 2019,832877,Charlie,Cat,Domestic Medium Hair,,98115
November 24 2019,S151837,Todd,Cat,Domestic Shorthair,Mix,98136
November 24 2019,892794,Pepper,Cat,Domestic Shorthair,,98106
November 24 2019,S106657,Elvis,Cat,Domestic Shorthair,,98112
November 24 2019,S135194,Jonesey,Cat,Domestic Shorthair,Mix,98146
November 24 2019,897372,Neela,Cat,Domestic Shorthair,,98106
November 25 2019,8013581,Pico,Cat,American Shorthair,Mix,98103
November 25 2019,8013582,Rosemary,Cat,American Shorthair,Mix,98103
November 25 2019,8013583,Femto,Cat,American Shorthair,Mix,98103
November 25 2019,824358,Franz,Cat,Domestic Longhair,,98116
November 25 2019,824354,Fritz,Cat,Domestic Shorthair,,98116
November 25 2019,S104892,Mae,Cat,Siamese,Mix,98125
November 25 2019,820065,Bella,Cat,Domestic Shorthair,,98115
November 25 2019,8013595,Pepper,Cat,Domestic Shorthair,Mix,98107
November 25 2019,824373,Kiyomi,Cat,Domestic Shorthair,,98116
November 25 2019,S122379,Oggie,Cat,Domestic Shorthair,Mix,98103
November 25 2019,823694,Newton,Cat,Domestic Shorthair,,98125
November 25 2019,823693,Babka,Cat,Domestic Shorthair,,98125
November 25 2019,897256,Dusty,Cat,Domestic Shorthair,,98125
November 25 2019,S107492,Sullivan,Cat,Domestic Shorthair,,98119
November 25 2019,823923,Ginger,Cat,Domestic Shorthair,,98116
November 25 2019,S138068,Ladd,Cat,Domestic Shorthair,Mix,98112
November 25 2019,S108071,Lucy,Cat,LaPerm,,98102
November 25 2019,S105050,Luna,Cat,American Shorthair,,98126
November 26 2019,823591,Harriett,Cat,Domestic Shorthair,Mix,98115
November 26 2019,8013624,Liam Neeson,Cat,Mix,,98103
November 26 2019,8013627,Enzo,Cat,Mix,,98103
November 26 2019,S106429,Bacon,Cat,Maine Coon,,98112
November 26 2019,S150982,Leela,Cat,Domestic Shorthair,Mix,98122
November 26 2019,S151841,Angel,Cat,Domestic Shorthair,Mix,98125
November 26 2019,897836,Aleister,Cat,Domestic Medium Hair,,98133
November 26 2019,832193,Olive,Cat,Domestic Medium Hair,,98144
November 26 2019,S137844,Toby,Cat,Siberian,,98107
November 26 2019,823676,Griffey,Cat,Domestic Longhair,,98177
November 26 2019,823677,Drew,Cat,Domestic Longhair,,98177
November 26 2019,897212,Pi,Cat,Domestic Longhair,,98136
November 26 2019,824366,Feather,Cat,Domestic Medium Hair,,98103
November 26 2019,896197,Payton,Cat,Russian Blue,,98125
November 26 2019,S135585,Honey Dew,Cat,Domestic Shorthair,Mix,98118
November 26 2019,833412,Augie,Cat,Domestic Shorthair,,98102
November 26 2019,833413,Ames,Cat,Domestic Shorthair,,98102
November 26 2019,S134642,Kevin,Cat,Domestic Shorthair,Mix,98101
November 26 2019,S134641,Jerry,Cat,Domestic Medium Hair,Mix,98101
November 26 2019,897565,Lila,Cat,Domestic Longhair,,98107
November 26 2019,897534,Noodle,Cat,Domestic Longhair,,98107
November 26 2019,832666,Panda,Cat,Domestic Medium Hair,,98103
November 27 2019,S138102,Matilda,Cat,Domestic Shorthair,Mix,98146
November 27 2019,897367,Winnie,Cat,Domestic Shorthair,,98105
November 27 2019,S136018,Fai,Cat,Domestic Shorthair,Mix,98105
November 27 2019,S136017,Madonna,Cat,Domestic Shorthair,Mix,98105
November 27 2019,S150990,Alula,Cat,Domestic Shorthair,Mix,98112
November 27 2019,S153927,Lisa,Cat,Domestic Medium Hair,,98121
November 27 2019,S148775,Ted E Bear,Cat,Domestic Medium Hair,Mix,98107
November 27 2019,S148777,Momo,Cat,Domestic Longhair,Mix,98103
November 27 2019,S153928,Ellipsis,Cat,Domestic Shorthair,Mix,98102
November 27 2019,S150992,Domino,Cat,Domestic Shorthair,Mix,98105
November 27 2019,897223,Louis,Cat,Domestic Shorthair,Mix,98118
November 28 2019,8013660,Boots,Cat,American Shorthair,Mix,98115
November 28 2019,905292,Kali,Cat,Domestic Shorthair,,98133
November 28 2019,S105981,Obi,Cat,Domestic Medium Hair,Mix,98126
November 28 2019,S105982,Magic,Cat,Ragdoll,Mix,98126
November 28 2019,S104205,Irkalla,Cat,Domestic Shorthair,Mix,98109
November 28 2019,8013662,Tonks,Cat,Maine Coon,Mix,98103
November 29 2019,S138450,Bento,Cat,Domestic Shorthair,,98103
November 29 2019,S138451,Momo,Cat,Domestic Shorthair,,98103
November 29 2019,8013675,Luna,Cat,American Shorthair,Mix,98109
November 29 2019,S138091,FE,Cat,Domestic Shorthair,Mix,98119
November 29 2019,S106636,Vin,Cat,Domestic Shorthair,,98107
November 29 2019,S106635,Spook,Cat,Domestic Shorthair,,98107
November 30 2019,8013680,Sissy,Cat,Domestic Shorthair,Mix,98122
November 30 2019,8013689,Toshi,Cat,American Shorthair,Mix,98199
November 30 2019,S138257,Lilly,Cat,Domestic Shorthair,,98133
November 30 2019,897159,Beatrice,Cat,Domestic Shorthair,,98133
November 30 2019,S150995,Serenity,Cat,Domestic Medium Hair,Mix,98109
November 30 2019,8013693,Bethie,Cat,Domestic Shorthair,,98199
November 30 2019,897356,Karma,Cat,Siamese,,98115
November 30 2019,8013697,Wembley 2,Cat,Norwegian Forest,Mix,98126
December 01 2019,895328,Hielo,Cat,Abyssinian,,98122
December 01 2019,895327,Sadie,Cat,Domestic Shorthair,,98122
December 01 2019,8013706,Geo,Cat,Domestic Longhair,Mix,98107
December 01 2019,S148779,Char,Cat,Domestic Medium Hair,Mix,98109
December 01 2019,S148781,Lady,Cat,Domestic Longhair,Mix,98105
December 01 2019,S106831,Perceval,Cat,American Shorthair,,98102
December 01 2019,S148782,Tuna,Cat,Domestic Shorthair,Mix,98119
December 01 2019,892784,Dakota,Cat,Domestic Shorthair,,98126
December 01 2019,S135200,Oreo,Cat,Domestic Shorthair,Mix,98102
December 01 2019,S148783,Chubbs,Cat,Domestic Shorthair,Mix,98119
December 01 2019,S148785,Ascella,Cat,Domestic Shorthair,Mix,98101
December 01 2019,S148786,Remy,Cat,Domestic Shorthair,,98117
December 01 2019,8013717,Arlo,Cat,Domestic Medium Hair,Mix,98102
December 01 2019,S100538,Jack,Cat,Domestic Shorthair,Mix,98107
December 02 2019,28951,Mac,Cat,Domestic Shorthair,,98117
December 02 2019,825169,Jacques,Cat,Domestic Shorthair,Mix,98103
December 02 2019,825168,Percy,Cat,Domestic Shorthair,Mix,98103
December 02 2019,896033,Theda,Cat,Russian Blue,Domestic Shorthair,98103
December 02 2019,832081,Cat,Cat,Domestic Medium Hair,,98109
December 02 2019,901039,Katie,Cat,Domestic Shorthair,Mix,98199
December 02 2019,901038,Clipper,Cat,Domestic Shorthair,Mix,98199
December 02 2019,S106932,Archie,Cat,Domestic Shorthair,,98107
December 02 2019,S106933,Walt,Cat,Domestic Shorthair,,98107
December 02 2019,S133709,Ivy,Cat,Domestic Shorthair,,98112
December 03 2019,895928,Lulu,Cat,Domestic Shorthair,,98112
December 03 2019,S130444,Ralphie,Cat,Ragdoll,,98112
December 03 2019,S138090,Arnold,Cat,Domestic Medium Hair,Mix,98112
December 03 2019,S105317,Nikki,Cat,Domestic Shorthair,,98122
December 03 2019,832963,Sara,Cat,Domestic Shorthair,,98122
December 03 2019,824973,Zoie,Cat,Domestic Medium Hair,,98117
December 03 2019,S136986,Lord,Cat,Siberian,,98117
December 03 2019,S126584,Gryphon,Cat,Domestic Shorthair,Mix,98118
December 03 2019,S126585,Gunter,Cat,Domestic Shorthair,Mix,98118
December 04 2019,905375,Toby,Cat,Abyssinian,,98103
December 04 2019,S107741,Kudra,Cat,Domestic Shorthair,,98117
December 04 2019,S105569,Moshi,Cat,Domestic Shorthair,,98117
December 04 2019,892997,Obama,Cat,Persian,,98199
December 04 2019,S148796,Momo,Cat,Domestic Shorthair,Mix,98109
December 04 2019,897703,Alfie,Cat,Domestic Shorthair,,98122
December 04 2019,897704,Tito,Cat,Siamese,,98122
December 04 2019,S151002,Tan,Cat,Domestic Medium Hair,Mix,98107
December 05 2019,S138475,Josephine,Cat,Domestic Medium Hair,,98115
December 05 2019,S136386,Asia,Cat,Siamese,Mix,98117
December 05 2019,S136385,Bengal,Cat,Domestic Shorthair,,98117
December 05 2019,S108349,Jasper,Cat,Domestic Shorthair,,98144
December 05 2019,S108348,Lily,Cat,Domestic Shorthair,,98144
December 05 2019,S105686,Latte,Cat,Domestic Longhair,Mix,98125
December 05 2019,S105685,Mocha,Cat,Domestic Longhair,Mix,98125
December 05 2019,S151003,Chutney,Cat,Domestic Shorthair,Mix,98102
December 05 2019,732567,Maui,Cat,Maine Coon,,98116
December 05 2019,951712,Persephone,Cat,Domestic Longhair,,98115
December 05 2019,8013807,George Washington,Cat,Domestic Shorthair,Mix,98177
December 05 2019,8013809,Prince,Cat,Siamese,,98117
December 05 2019,949064,Lilo,Cat,Domestic Shorthair,,98125
December 05 2019,952973,Luii,Cat,LaPerm,,98115
December 05 2019,954450,Jack,Cat,Domestic Shorthair,,98115
December 05 2019,954285,Fuzz,Cat,Domestic Medium Hair,,98103
December 05 2019,824951,Mittsy,Cat,Domestic Shorthair,Siamese,98177
December 05 2019,S109234,Scout,Cat,Domestic Shorthair,Mix,98177
December 05 2019,S140483,Goose,Cat,Domestic Medium Hair,,98122
December 05 2019,S138641,Milky,Cat,Domestic Longhair,,98133
December 05 2019,949929,Fern,Cat,Domestic Medium Hair,Mix,98144
December 05 2019,952999,Hobbes,Cat,Domestic Shorthair,,98122
December 05 2019,952374,Bucky,Cat,Domestic Shorthair,,98122
December 05 2019,S108177,Bunny,Cat,Domestic Shorthair,Mix,98199
December 06 2019,S118091,G Troubles,Cat,Domestic Shorthair,,98106
December 06 2019,S153356,Ketcha,Cat,Domestic Medium Hair,Mix,98107
December 06 2019,S109214,Mushu,Cat,Domestic Shorthair,,98136
December 06 2019,964223,Serena,Cat,Domestic Shorthair,,98119
December 06 2019,953033,Gaius,Cat,American Shorthair,,98122
December 06 2019,S108182,Stewie,Cat,Domestic Longhair,Mix,98117
December 06 2019,S109859,Leia,Cat,Mix,,98115
December 06 2019,S107952,Owl,Cat,Domestic Medium Hair,Mix,98126
December 06 2019,823547,Waylon,Cat,Bengal,,98105
December 06 2019,S109059,Sterling,Cat,Himalayan,Domestic Medium Hair,98106
December 06 2019,964218,Patinkin,Cat,Domestic Shorthair,,98125
December 06 2019,964212,Ghost,Cat,Domestic Shorthair,,98125
December 06 2019,8013827,Swiper,Cat,Domestic Shorthair,,98133
December 06 2019,S151006,Bootsie,Cat,Domestic Shorthair,,98116
December 06 2019,964032,Cory,Cat,Domestic Shorthair,,98121
December 06 2019,964031,Rin,Cat,Domestic Medium Hair,RagaMuffin,98121
December 06 2019,S107188,Bean,Cat,Domestic Shorthair,Mix,98104
December 06 2019,S148799,Lucy,Cat,Domestic Shorthair,Mix,98199
December 06 2019,S108864,Mancho,Cat,Domestic Longhair,,98115
December 06 2019,949102,Lola,Cat,Domestic Longhair,,98118
December 06 2019,954243,Torocco,Cat,Domestic Shorthair,,98177
December 06 2019,949241,Clementine,Cat,Domestic Shorthair,,98105
December 06 2019,S108605,Luna,Cat,Domestic Shorthair,,98136
December 06 2019,8013849,Xander,Cat,Tonkinese,,98177
December 06 2019,8013850,Yoda,Cat,Burmese,,98177
December 07 2019,S139145,Penelope,Cat,Domestic Medium Hair,,98115
December 07 2019,8013851,Alice,Cat,Domestic Shorthair,Mix,98115
December 07 2019,8013852,Batty,Cat,Domestic Medium Hair,Mix,98115
December 07 2019,949977,Machka,Cat,Domestic Medium Hair,,98103
December 07 2019,S107510,Turnip Smith,Cat,Maine Coon,Domestic Medium Hair,98199
December 07 2019,8013860,Toby,Cat,Domestic Shorthair,Siamese,98125
December 07 2019,8013861,Gwyneth,Cat,Domestic Medium Hair,Mix,98125
December 07 2019,272467,Sasha,Cat,Domestic Shorthair,,98106
December 07 2019,S138859,Neville,Cat,Domestic Shorthair,,98117
December 07 2019,S108211,Nadya,Cat,Domestic Shorthair,Mix,98118
December 07 2019,S133796,Charlie,Cat,Domestic Shorthair,,98103
December 07 2019,964332,Dexter,Cat,Domestic Medium Hair,,98117
December 07 2019,8013869,Dr. Amy Pheline,Cat,Mix,Mix,98125
December 07 2019,8013870,Katze T. Ketzel,Cat,Mix,Mix,98125
December 07 2019,S140455,Luke,Cat,Domestic Shorthair,,98199
December 07 2019,S139233,Vincent,Cat,Domestic Shorthair,,98199
December 07 2019,8013874,Camie,Cat,Domestic Shorthair,Mix,98199
December 07 2019,8013875,Kona,Cat,Domestic Shorthair,Mix,98199
December 07 2019,S139232,Theo,Cat,Domestic Shorthair,,98199
December 07 2019,8013877,Gibbs,Cat,Domestic Medium Hair,,98115
December 07 2019,962591,Marzy,Cat,Domestic Shorthair,,98117
December 07 2019,952832,Tamale,Cat,Domestic Shorthair,,98103
December 07 2019,952833,Garbanzo,Cat,Domestic Shorthair,,98103
December 07 2019,964070,Charlotte,Cat,LaPerm,,98102
December 08 2019,952674,Misty,Cat,Siamese,,98121
December 08 2019,953707,Oscar,Cat,American Shorthair,,98144
December 08 2019,953702,Wilde Thing,Cat,American Shorthair,,98144
December 08 2019,S109580,Carlisle,Cat,Ragdoll,,98117
